Name;Position;Age;ca;pa;Nationality;Club;Corners;Crossing;Dribbling;Finishing;First Touch;Free Kick Taking;Heading;Long Shots;Long Throws;Marking;Passing;Penalty Taking;Tackling;Technique;Aggressiion;Anticipation;Bravery;Composure;Concentration;Vision;Decision;Determination;Flair;Leadership;Off The Ball;Position;Teamwork;Work Rate;Acceleration;Agility;Balance;Jumping Reach;Natural Fitness;Pace;Stamina;Strength;Stability;Foul;Contest performance;Injury;diversity;Aerial Reach;Command Of Area;Communication;Eccentricity;Handling;Kicking;One On Ones;Reflexes;Rushing Out;Punching;Throwing;Adaptation;Ambition;Argue;Loyal;Resistant to stress;Professional;Sportsmanship;Emotional control;GK;DL;DC;DR;WBL;WBR;DM;ML;MC;MR;AML;AMC;AMR;ST;Height;Weight;Left Foot;Right Foot;Values;Current reputation;Domestic reputation;World reputation;Race;RCA;Colour of skin;Date of birth;Number of national team appearances;Goals scored for the national team;Salary;Rental club;UID
Christian Rasmussen;M/AM/S RC;19;110;-75;Denmark;AFC Ajax;11;12;13;7;13;13;9;11;6;5;12;13;5;14;8;11;11;6;10;13;11;12;14;5;12;5;14;13;13;12;12;10;15;13;11;9;13;5;8;6;14;1;3;3;3;1;2;1;2;3;3;2;7;11;5;11;11;14;10;19;1;1;1;1;1;1;1;13;12;17;14;15;20;18;184;75;20;8;14940000;5499;4493;4393;Northern_European;104;2;19/01/2003;0;0;3499;;27148085
Rafael Brito;D/DM C;20;110;-75;Portugal;SL Benfica;4;6;11;7;12;4;13;7;6;12;12;8;13;10;13;13;11;14;13;10;12;14;8;11;10;12;13;12;12;12;12;12;15;12;13;12;13;9;12;10;14;4;2;1;3;2;1;1;2;2;2;1;12;12;6;15;13;13;14;12;1;1;16;13;1;1;20;1;13;1;1;1;1;1;183;74;9;20;28000000;5500;5500;3000;Mixed_Race;106;6;19/01/2002;0;0;3015;Clube Sport Mar°timo - SAD;83243058
Tyias Browning;D RC;28;110;135;China PR,England;Shanghai Port;5;7;7;5;8;5;13;6;9;13;8;5;12;6;12;11;13;11;11;7;13;13;7;12;9;12;12;13;13;10;13;13;15;14;13;14;13;8;8;5;10;3;2;2;1;3;2;3;1;3;3;2;13;12;5;8;10;13;14;18;1;5;20;18;1;12;1;1;1;1;1;1;1;1;185;76;8;20;16971221;5600;5600;3250;Mixed_Race;110;12;27/05/1994;14;0;49999;;28058228
Juan Cruz1;M/AM R;22;109;135;Spain,Argentina;Real Hispalis;11;12;13;12;13;11;8;12;6;6;10;12;6;12;8;10;7;12;7;12;7;14;12;8;12;7;7;8;15;15;12;8;12;15;9;6;8;8;8;11;6;1;2;3;2;3;3;1;1;1;3;3;10;10;8;11;9;10;12;9;1;1;1;1;1;1;1;12;4;17;14;12;20;1;177;72;20;10;65881;5450;5450;3250;Mediterranean_Hispanic;104;6;25/04/2000;0;0;2466;;67269191
Mahmoud Gad;GK;23;109;148;Egypt;Al-Masry Sporting Club;5;1;1;1;9;9;3;2;3;2;9;3;3;8;11;14;12;13;12;10;10;16;3;7;2;14;11;9;11;14;10;14;12;12;4;9;16;11;12;6;11;13;13;13;14;13;10;12;15;12;9;11;11;14;4;10;12;15;1;11;20;1;1;1;1;1;1;1;1;1;1;1;1;1;191;0;3;20;1537999;5450;5450;3500;North_African__Middle_Eastern;111;6;11/10/1998;0;0;2944;;2000008435
Leighton Clarkson;DM/M C;20;109;-75;England;Liverpool;12;10;10;7;14;13;5;10;4;9;15;10;10;14;11;11;10;13;11;13;11;11;11;10;10;11;12;12;12;13;13;6;11;11;14;6;10;8;10;7;8;3;2;3;1;3;4;1;1;3;4;3;12;12;4;14;12;12;10;12;1;1;1;1;1;1;17;1;20;12;1;15;1;1;175;62;10;20;43984066;5434;5437;2749;Northern_European;108;5;19/10/2001;0;0;2900;Aberdeen;28121438
Germ†n Valera;M/AM RL;20;109;-75;Spain,Lithuania;A. Madrid;11;11;14;10;13;10;7;9;10;3;10;6;4;14;9;11;12;9;10;13;10;11;15;12;11;5;7;8;15;15;12;7;9;15;9;8;9;5;19;12;13;2;2;3;3;1;2;2;3;1;2;3;10;11;7;12;11;12;13;17;1;1;1;1;1;1;1;16;1;18;18;1;20;15;170;68;20;6;21825000;5450;5450;2502;Mediterranean_Hispanic;103;3;16/03/2002;0;0;1779;F.C. Andorra;67278144
Matko Miljevic;M/AM LC;21;109;136;United States,Argentina,Croatia;Club de Foot MontrÇal;13;10;13;10;13;13;10;13;8;6;13;13;8;12;10;11;8;12;10;14;10;14;13;7;11;12;10;10;13;12;9;8;14;12;11;8;7;10;10;5;7;2;2;3;2;3;4;3;1;1;3;4;19;15;2;2;12;14;10;14;1;1;1;1;1;1;1;11;16;11;15;20;13;1;176;77;10;20;3402904;5713;5713;3148;Mediterranean_Hispanic;106;3;09/05/2001;0;0;11505;;14201349
Carlos Dotor;M C;21;109;146;Spain;R. Madrid;12;9;8;14;12;10;10;13;11;8;12;8;9;12;10;12;8;13;12;11;12;11;10;9;12;12;12;14;12;12;10;7;11;12;11;11;14;10;20;8;16;1;3;1;2;3;2;2;2;1;2;1;11;12;3;11;11;9;10;15;1;1;1;1;1;1;1;1;20;1;1;13;1;1;180;67;12;20;4399999;5450;5450;3000;Mediterranean_Hispanic;108;2;15/03/2001;0;0;2466;;67293616
Oliver Dovin;GK;20;109;-75;Sweden,England,Nigeria;Hammarby IF;4;5;5;2;8;8;1;3;2;3;9;3;3;7;9;12;14;10;12;9;12;14;2;6;1;11;11;10;11;13;12;14;12;11;10;12;12;6;6;8;12;12;10;11;7;12;12;13;13;11;5;11;13;13;6;14;14;14;14;14;20;1;1;1;1;1;1;1;1;1;1;1;1;1;188;86;6;20;1790731;5450;5450;1250;African_Caribbean;107;10;11/07/2002;0;0;1490;;93122428
Martim Neto;M C;19;109;-8;Portugal;SL Benfica;10;10;12;10;13;7;10;11;4;10;13;9;10;12;11;12;12;12;12;14;12;15;13;9;12;8;13;13;12;12;13;12;13;13;11;12;13;8;12;5;12;2;2;1;2;3;3;3;1;3;1;2;14;15;6;12;14;15;15;16;1;1;1;1;1;1;10;1;20;1;1;13;1;1;185;78;8;20;29000000;5450;5450;2700;Mediterranean_Hispanic;110;4;14/01/2003;0;0;3499;;83261901
Nicholas Mickelson;D/WB RL;23;109;136;Thailand,Norway;Odense Boldklub;11;12;13;6;13;10;6;6;7;8;9;7;9;14;9;11;10;9;9;11;9;14;11;6;11;8;14;9;15;15;9;11;12;13;16;7;10;8;6;6;15;2;3;3;1;3;2;2;3;3;2;2;15;15;8;8;12;14;12;7;1;16;1;20;12;19;1;7;1;10;1;1;1;1;185;73;8;20;800844;5100;5100;2100;Mixed_Race;96;6;24/07/1999;0;0;2150;;53138009
Martim Tavares;S;18;109;-8;Portugal;Boavista Futebol Clube - SAD;6;8;11;14;13;5;13;8;4;6;11;11;7;12;8;13;10;13;10;9;11;13;10;6;13;5;11;12;13;12;11;9;11;13;11;12;13;5;14;5;12;4;1;2;1;3;1;1;3;1;4;1;8;12;4;10;12;9;10;10;1;1;1;1;1;1;1;1;1;1;13;1;13;20;183;75;10;20;17880000;5450;5450;3224;Mediterranean_Hispanic;108;3;10/11/2003;0;0;950;;83335581
Kacper Tobiasz;GK;19;109;-8;Poland;Legia Warszawa;5;2;1;3;12;9;8;3;2;3;13;10;2;12;7;11;16;10;11;5;9;17;5;14;8;9;13;18;8;13;12;14;16;8;10;10;16;6;15;2;12;13;12;10;7;10;15;14;13;13;11;12;14;12;8;18;17;16;14;10;20;1;1;1;1;1;1;1;1;1;1;1;1;1;191;80;20;9;2910260;4500;4608;2027;Northern_European;108;1;04/11/2002;0;0;422;;96158736
Miguel Azeez;DM/M C;19;109;-75;England,Nigeria,Spain;Arsenal;10;10;12;9;13;11;9;12;5;7;13;8;10;13;7;12;10;11;9;14;10;12;12;6;13;8;13;12;13;13;12;11;12;12;13;10;10;7;11;7;7;1;2;2;1;3;1;1;3;1;3;3;12;12;6;11;11;12;10;11;1;1;1;1;1;1;16;1;20;1;1;15;1;1;180;0;11;20;32918455;5750;5450;3000;African_Caribbean;109;12;20/09/2002;0;0;2900;Ibiza;28126140
Isak Jansson;AM/S RLC;20;109;135;Sweden;Cartagena;7;10;11;10;11;8;6;10;14;6;11;8;6;11;8;9;11;11;12;11;11;13;7;6;13;9;12;12;15;12;7;4;12;14;12;7;12;7;11;5;8;3;1;2;2;3;1;4;1;1;3;2;15;12;2;13;13;14;15;15;1;1;1;1;1;1;1;10;1;10;18;17;18;20;165;0;8;20;2489999;5450;5450;1250;Northern_European;87;4;31/01/2002;0;0;2144;;93122415
Mart°n Pascual;D C;22;109;147;Spain;Vallecano;3;3;8;8;15;1;12;10;8;12;15;6;16;15;10;12;11;16;12;8;9;5;8;9;10;16;10;11;12;9;11;13;13;10;9;6;15;5;9;12;16;3;2;2;2;3;3;1;3;1;1;1;12;12;3;14;11;13;11;16;1;1;20;1;1;1;1;1;1;1;1;1;1;1;190;78;17;20;3807999;5450;5450;3250;Mediterranean_Hispanic;107;4;04/08/1999;0;0;1973;Ibiza;67276505
Thomas Kastanaras;S;19;109;-75;Germany,Greece;VfB Stuttgart;4;7;11;13;12;12;13;9;4;4;11;14;5;12;11;13;12;12;11;11;10;13;13;5;13;5;11;12;12;12;12;12;13;12;12;12;13;6;14;7;7;2;1;1;1;3;4;2;1;3;3;3;11;14;4;15;12;15;14;15;1;1;1;1;1;1;1;5;1;1;12;14;12;20;186;80;12;20;40699999;5249;5249;3253;Mediterranean_Hispanic;109;4;09/01/2003;0;0;6711;;2000051522
Bautista Kociubinski;M C;21;109;142;Argentina;Club Estudiantes de La Plata;11;10;12;8;11;12;10;15;3;13;12;10;11;12;13;12;10;6;11;10;13;4;5;14;11;12;11;13;11;12;12;11;12;12;16;10;10;6;11;12;8;2;2;1;2;3;3;3;1;3;2;2;11;12;6;10;11;11;10;12;1;1;11;1;1;1;15;1;20;1;1;12;1;1;180;78;11;20;3728067;5510;5510;2204;Mediterranean_Hispanic;111;4;26/04/2001;0;0;3869;Club AtlÇtico Aldosivi;14227536
Cristian Volpato;AM RC;18;109;-8;Italy,Australia;Associazione Sportiva Roma;10;11;15;12;15;10;7;11;2;3;13;11;4;16;7;12;9;12;10;14;11;11;17;4;12;4;12;8;12;13;13;10;12;13;11;11;11;4;11;5;10;4;4;3;3;3;2;2;3;3;1;1;15;12;8;9;13;13;11;12;1;1;1;1;1;1;1;1;12;10;1;20;15;1;183;78;20;9;16409999;4946;4946;1246;Mediterranean_Hispanic;109;4;15/11/2003;0;0;1341;;2000034865
Warren O'Hora;D C;23;109;135;Republic of Ireland;Milton Keynes Dons;5;6;9;8;12;6;12;6;7;12;13;6;13;12;10;11;13;11;10;9;10;13;7;12;10;13;14;11;11;11;11;14;12;13;15;12;12;7;10;3;4;3;2;1;1;1;1;2;3;3;2;2;10;11;5;8;13;14;12;10;1;1;20;1;1;1;1;1;1;1;1;1;1;1;191;84;11;20;1757426;5442;5492;2750;Northern_European;108;1;19/04/1999;0;0;2320;;52081987
Mathias Kvistgaarden;S;20;109;140;Denmark;Brõndbyernes Idrëtsforening;10;10;11;13;11;10;12;11;9;6;11;9;7;11;13;11;13;11;12;11;10;13;13;7;11;6;12;14;13;14;12;9;12;14;12;9;11;7;14;6;11;2;2;2;1;3;3;3;2;1;4;2;8;12;6;13;9;12;11;18;1;1;1;1;1;1;1;1;1;1;8;6;10;20;174;0;12;20;2167135;5400;5100;1100;Northern_European;107;2;15/04/2002;0;0;2485;;27161953
Bradley Fink;S;19;109;-75;Switzerland,England;FC Basel 1893;6;7;10;13;11;5;12;7;4;5;10;14;5;11;7;11;12;12;10;8;9;16;12;5;13;5;12;12;12;12;13;15;14;13;11;13;10;5;3;5;11;4;2;2;3;1;1;1;4;3;1;2;9;14;8;12;13;14;11;13;1;1;1;1;1;1;1;1;1;1;1;1;1;20;192;87;15;20;9888273;5450;5450;3250;Northern_European;108;1;17/04/2003;0;0;2836;;84156560
Giuseppe Di Serio;AM/S L;21;109;139;Italy;Perugia;6;9;13;12;12;9;12;12;5;6;13;10;9;12;10;12;13;11;13;13;10;13;8;10;13;11;13;10;13;12;11;10;10;12;12;12;11;13;12;10;9;3;1;3;1;3;3;4;3;2;1;2;16;14;9;14;10;14;12;13;1;1;1;1;1;1;1;1;1;1;18;9;14;20;182;75;9;20;2212499;5450;5450;3360;Mediterranean_Hispanic;109;2;20/07/2001;0;0;1533;;43347677
AndrÇs Romero;M RC;19;109;-75;Venezuela;Monagas Sport Club;12;12;12;8;12;10;12;8;4;7;12;7;7;13;8;12;11;12;11;12;13;8;10;11;10;10;12;13;12;11;11;12;13;12;13;8;14;6;14;9;16;1;3;1;1;3;1;1;1;2;2;3;11;12;8;9;11;10;11;18;1;1;1;8;1;10;13;13;20;17;13;13;13;1;184;71;12;20;270416;5422;5450;2164;Mixed_Race;103;6;07/03/2003;0;0;689;;86080622
Jon Aramburu;D/WB RLC;20;109;-75;Venezuela,Spain;Real Ir£n;6;9;9;5;11;7;12;6;8;13;9;5;13;11;14;13;13;12;13;9;12;8;8;13;8;13;13;13;13;12;12;8;14;12;13;11;20;7;12;7;18;2;2;3;2;3;3;3;2;2;2;3;17;12;1;12;11;12;13;15;1;19;16;20;16;16;1;1;1;1;1;1;1;1;174;71;5;20;350700;5450;5450;2000;Mediterranean_Hispanic;105;2;23/07/2002;0;0;2099;;86080170
Ernest Poku;AM/S RL;18;109;-85;Holland,Ghana;AZ Alkmaar;7;9;11;10;11;7;5;7;4;4;9;11;5;11;6;13;9;10;8;8;9;12;13;3;12;5;7;8;17;13;9;9;12;17;7;7;8;5;10;5;12;3;2;2;3;2;3;2;2;2;1;2;13;8;2;7;7;6;14;18;1;1;1;1;1;1;1;12;1;12;18;10;20;18;176;0;16;20;43500001;5299;5299;3749;African_Caribbean;99;14;28/01/2004;0;0;1437;;2000014559
Luke Woolfenden;D RC;23;109;140;England;Ipswich Town;5;7;12;5;12;5;14;4;12;12;12;5;13;10;7;14;11;13;13;12;10;12;10;9;7;12;10;11;13;9;13;13;12;14;13;13;12;13;13;6;17;3;2;3;3;3;1;2;3;2;3;3;10;8;7;10;13;10;9;15;1;7;20;16;1;10;1;1;1;1;1;1;1;1;191;80;7;20;2089022;5437;5437;2741;Northern_European;109;6;21/10/1998;0;0;5800;;29156431
Christian Cappis;DM/M LC;22;109;137;United States;Brõndbyernes Idrëtsforening;10;8;11;8;11;9;10;11;6;10;12;6;9;12;10;12;11;11;10;11;12;9;6;9;12;11;13;13;11;13;11;12;12;12;12;12;10;5;11;5;12;3;2;2;1;3;3;2;2;1;2;2;11;11;8;8;14;12;12;18;1;15;1;1;10;1;16;14;20;11;1;13;1;1;185;72;20;13;1328243;5698;5498;2249;Northern_European;106;2;13/08/1999;0;0;2822;;27154492
Brian Oddei;AM/S R;19;109;-75;Ghana,Italy;U.S. Sassuolo;9;10;14;9;13;8;6;9;3;3;13;10;4;14;7;11;7;10;10;12;12;14;15;9;13;3;12;12;14;14;13;6;15;13;13;7;12;9;13;3;12;1;1;3;1;3;1;3;3;1;3;2;14;14;9;9;13;14;12;11;1;1;1;1;1;1;1;1;1;10;1;1;20;17;175;66;20;9;17560499;5450;5300;3500;African_Caribbean;108;15;18/09/2002;0;0;3654;;43425594
Robert Wagner;M/AM RLC;19;109;-8;Germany;Sport-Club Freiburg;9;10;12;10;13;8;9;12;9;7;13;9;10;13;15;10;11;9;12;12;11;12;6;10;9;10;14;14;12;10;9;12;15;11;14;11;12;16;12;3;12;3;1;3;3;2;1;3;1;1;1;3;13;14;10;13;11;10;12;10;1;1;1;1;1;1;1;17;20;15;15;18;15;10;184;0;10;20;53600001;5290;5290;3056;Northern_European;103;2;14/07/2003;0;0;2000;;2000068513
Haissem Hassan;AM RL;20;109;-75;France,Egypt,Tunisia;Villarreal;9;13;14;11;14;10;7;10;7;7;11;11;7;15;5;10;6;9;9;13;10;13;16;9;12;7;7;8;13;14;13;9;7;13;11;10;10;5;8;12;13;1;1;2;1;3;1;2;1;2;2;3;13;11;1;9;10;12;13;13;1;1;1;1;1;1;1;15;1;12;20;1;19;12;178;71;20;10;37500000;5450;5450;3950;North_African__Middle_Eastern;108;13;08/02/2002;0;0;1973;;49053388
Eguinaldo;S;17;109;-75;Brazil;VDG;7;10;12;12;9;10;11;11;6;8;10;10;7;12;11;11;12;11;10;8;10;12;11;5;12;8;11;11;17;13;10;7;9;15;11;7;11;10;9;9;9;1;3;3;2;3;1;1;1;1;1;1;9;12;5;11;10;9;9;13;1;1;1;1;1;1;1;1;1;1;11;1;12;20;175;0;14;20;6101111;5450;5450;2000;Mixed_Race;106;13;09/08/2004;0;0;1575;;2000180114
Ekanit Panya;AM RLC;22;109;137;Thailand;Muangthong United;4;11;13;12;13;6;7;10;2;7;12;10;8;12;10;12;12;11;11;13;12;13;15;7;12;8;14;13;13;13;8;9;13;13;12;10;14;4;13;8;7;1;3;2;1;2;2;1;3;1;4;1;14;13;3;11;12;13;16;12;1;1;1;1;1;1;1;1;13;15;18;18;20;1;170;56;9;20;834258;5450;5750;2450;South_East_Asian;109;9;21/10/1999;7;1;190;;23328980
Louie Sibley;M/AM C;20;109;135;England;Derby County;10;11;14;10;13;9;8;12;4;8;13;9;10;13;14;9;14;10;9;11;10;14;13;7;11;9;10;13;12;12;12;7;14;12;13;13;11;13;9;9;12;3;2;2;3;2;1;2;1;3;2;1;11;14;7;18;13;10;8;9;1;6;1;1;9;1;12;14;19;13;14;20;13;12;178;74;20;13;8386202;5440;5440;2740;Northern_European;109;2;13/09/2001;0;0;9279;;29216803
Nikola Stankovi?;DM/M C;19;109;-75;Serbia;FK Crvena zvezda Beograd;9;11;11;9;12;10;7;12;6;9;14;12;12;12;10;13;14;10;11;14;13;12;13;12;14;12;13;12;12;13;12;10;11;13;11;9;13;12;12;10;13;3;2;1;2;2;3;1;1;1;3;1;12;13;9;11;11;12;11;10;1;1;1;13;1;14;18;1;20;12;8;14;8;1;181;68;7;20;4959999;5000;5000;2250;Northern_European;112;4;24/04/2003;0;0;588;;2000012066
Muhammed Damar;M/AM RLC;18;109;-8;Germany,Turkey;TSG Hoffenheim;13;9;12;11;14;15;7;13;3;8;13;12;9;15;11;10;9;11;9;13;10;13;17;3;11;7;11;11;12;12;12;10;13;12;11;8;12;4;7;5;12;1;3;2;3;2;1;3;1;2;2;2;11;15;7;8;12;13;12;12;1;1;1;1;1;1;1;12;18;12;15;20;15;7;185;73;13;20;37249999;5449;5449;3349;North_African__Middle_Eastern;108;7;09/04/2004;0;0;9588;;2000146258
Mamady Diambou;DM;19;109;-8;Mali;Fussballclub RB Salzburg;8;8;8;9;14;8;10;10;4;10;11;6;14;14;5;10;7;10;9;11;14;15;8;2;8;12;9;10;13;10;9;10;13;14;13;12;10;9;16;5;15;3;3;1;4;1;3;3;1;2;2;1;14;15;7;13;11;10;11;16;1;1;1;1;1;1;20;1;12;1;1;1;1;1;176;69;10;20;14765000;5450;5450;3300;African_Caribbean;103;16;11/11/2002;0;0;1160;;12088454
Nikola Soldo;D C;21;109;142;Croatia;1. FC Kîln;3;5;8;4;12;3;13;7;7;13;12;7;13;12;11;13;12;10;11;10;11;12;6;9;6;14;14;10;9;10;11;14;10;12;13;14;9;7;12;8;14;1;3;3;4;2;3;1;1;1;2;1;8;13;5;12;13;14;13;14;1;10;20;14;1;1;13;1;8;1;1;1;1;1;189;89;10;20;3324999;5450;5350;3450;Northern_European;108;6;25/01/2001;0;0;3618;;24065214
John Kennedy;S L;20;109;136;Brazil;FLU;6;8;11;13;11;8;10;12;7;5;11;4;7;12;11;12;12;11;11;11;11;13;13;14;12;7;11;12;14;13;10;5;12;13;11;10;13;5;16;9;13;3;3;3;2;3;2;3;1;1;2;3;20;13;14;11;12;5;7;12;1;1;1;1;1;1;1;1;1;1;15;1;10;20;173;71;10;20;4314622;5450;5450;1912;African_Caribbean;99;14;18/05/2002;0;0;1484;;19400559
Ki-Jana Hoever;D/WB RC;20;109;-8;Holland,Suriname;Wolverhampton Wanderers;6;10;13;9;13;11;11;9;7;11;12;8;11;11;11;10;10;13;11;11;12;15;10;8;10;11;10;10;13;11;11;12;12;13;12;11;10;8;12;7;13;4;2;2;3;2;3;1;1;1;2;2;12;15;9;10;14;12;10;14;1;14;17;19;14;20;10;1;1;10;1;1;10;1;182;73;10;20;44912000;5450;4900;4251;Northern_European;104;9;18/01/2002;0;0;13919;PSV Eindhoven;37073593
S†vio;AM RL;18;109;-85;Brazil;ESTAC Troyes;11;12;14;9;13;12;3;12;10;5;12;10;3;15;12;12;8;12;10;13;11;15;15;5;13;4;12;11;13;14;11;6;7;13;12;7;11;11;14;8;12;2;2;2;1;2;3;3;2;1;2;1;10;13;2;11;15;12;10;10;1;1;1;1;1;1;1;10;1;13;15;12;20;15;173;66;20;5;46794379;5494;5144;3010;Mixed_Race;105;13;10/04/2004;0;0;3186;PSV Eindhoven;2000011972
Mattie Pollock;D C;20;109;140;England;Watford;6;6;4;6;11;5;15;5;5;12;9;8;12;9;15;11;15;10;13;9;12;5;4;12;9;12;13;12;9;9;12;15;12;10;13;15;12;2;12;10;4;2;1;3;3;1;3;3;3;2;3;1;9;12;5;11;9;10;13;14;1;1;20;1;1;1;1;1;1;1;1;1;1;1;190;0;10;20;8212215;5450;5450;2372;Northern_European;107;1;28/09/2001;0;0;2900;;29221552
Zeno Debast;D C;18;109;-85;Belgium;RSC Anderlecht;6;12;8;8;13;8;14;8;8;14;15;9;12;13;14;12;10;13;14;12;10;12;13;7;8;12;12;12;11;12;12;14;10;11;10;9;11;8;12;11;10;3;1;3;3;1;1;2;2;3;2;3;10;14;4;11;12;11;13;20;1;1;20;1;1;1;12;1;1;1;1;1;1;1;191;73;10;20;24620000;5500;5500;2138;Northern_European;109;2;24/10/2003;0;0;2500;;18115016
Patrick Vroegh;D/WB/DM/M LC;22;109;137;Holland;RKC Waalwijk;7;10;10;5;13;9;9;11;4;10;15;3;12;14;13;9;10;10;5;11;14;10;5;8;10;12;13;12;11;12;13;7;12;11;12;12;13;5;12;8;16;2;3;3;3;1;1;3;1;1;1;2;19;11;8;11;12;12;10;17;1;17;1;1;17;1;19;13;20;1;1;10;1;1;175;0;20;8;2959998;4850;4881;2761;Northern_European;101;2;29/11/1999;0;0;2000;;37064938
Kian Fitz-Jim;WB/DM/M RLC;19;109;-8;Holland,Suriname,Hong Kong (China PR);AFC Ajax;12;9;13;6;13;10;4;6;4;11;14;5;10;15;4;11;8;11;12;13;12;14;13;8;12;8;15;14;12;14;10;4;14;12;13;5;14;9;17;4;15;2;3;3;3;3;2;2;3;1;1;3;12;11;9;11;11;11;11;10;1;1;1;1;16;16;18;16;20;1;14;14;1;1;170;0;10;20;51000000;5350;5350;3667;African_Caribbean;105;6;05/07/2003;0;0;5499;;37079089
Raymundo Fulgencio;M/AM R;22;109;135;Mexico;Tigres de la UANL;12;13;13;11;13;9;8;12;11;9;13;10;10;14;12;11;13;8;11;10;13;10;9;9;13;13;12;12;13;13;12;9;9;10;10;9;10;10;10;7;10;1;1;1;4;3;2;1;3;1;3;1;11;10;12;10;8;7;11;7;1;1;1;1;1;1;1;1;1;18;1;1;20;1;173;60;10;20;504467;5350;5350;1960;Mediterranean_Hispanic;109;255;12/02/2000;0;0;3706;;51075599
Akinkunmi Amoo;M/AM R;20;109;-8;Nigeria;Football Club Kõbenhavn;7;7;14;11;13;6;6;13;6;6;13;8;7;13;9;10;9;12;11;13;11;13;16;4;13;5;10;8;14;17;8;3;10;15;13;8;11;7;4;13;6;2;1;3;1;3;2;1;4;1;3;4;16;13;8;12;13;13;14;14;1;1;1;1;1;1;1;10;1;16;14;10;20;8;163;71;20;5;9098744;5500;5500;3250;African_Caribbean;106;16;07/06/2002;0;0;6385;;13224506
Kevin Yakob;AM LC;21;109;135;Sweden,Iraq;Aarhus Gymnastik Forening;9;12;14;11;13;8;8;11;5;7;12;10;8;13;9;11;9;12;11;13;11;13;13;8;12;8;10;11;13;12;11;10;10;13;11;10;11;7;7;13;11;3;4;3;3;3;1;3;2;1;1;2;13;13;6;12;12;12;12;8;1;1;1;1;1;1;10;1;15;1;17;20;14;14;184;74;10;20;1465370;5450;5600;1250;Northern_European;107;1;10/10/2000;0;0;4033;;93083206
Tobias Gulliksen;M/AM LC;19;109;-85;Norway;Strõmsgodset Toppfotball;11;11;13;9;13;11;5;12;2;9;12;9;11;13;12;12;11;11;11;13;11;15;12;7;12;10;10;13;12;13;12;7;9;11;13;8;15;11;13;5;7;1;3;2;2;1;1;3;2;1;3;3;12;16;7;10;15;17;12;10;1;1;1;1;1;1;1;15;20;1;19;17;1;1;177;70;12;20;1977900;5603;5603;3262;Northern_European;108;2;09/07/2003;0;0;705;;53167331
Agust°n Lagos;D/M RC;20;109;-75;Argentina;Club AtlÇtico Tucum†n;9;10;10;4;10;6;10;10;11;12;9;10;12;10;13;12;10;8;10;9;15;10;8;2;10;8;10;12;12;10;12;12;11;12;13;12;13;7;14;10;17;1;3;3;1;2;1;3;2;2;2;3;14;11;7;13;12;10;12;17;1;3;15;20;1;14;11;1;16;17;1;1;1;1;184;76;7;20;5520696;5400;5400;2400;Native_American;95;11;09/10/2001;0;0;353;;14242618
Oh Hyeon-Gyu;S;21;109;-75;South Korea;Suwon Samsung Bluewings;6;8;11;11;10;5;12;8;2;3;7;10;6;11;16;11;14;9;11;10;12;12;10;13;12;8;10;10;11;15;12;12;12;11;13;16;11;6;10;14;11;1;1;3;3;4;2;2;1;1;2;1;20;13;7;12;10;11;12;20;1;1;1;1;1;1;1;1;1;1;1;1;1;20;185;80;13;20;2418168;5450;5450;2000;10;104;8;12/04/2001;0;0;775;;66044734
John Tolkin;D/WB L;19;109;138;United States;New York Red Bulls;7;12;12;9;10;10;12;8;7;13;11;7;13;9;12;12;13;10;12;10;13;15;7;8;11;13;13;12;12;12;12;11;12;12;14;7;13;7;8;10;9;1;1;1;2;2;1;2;2;2;3;2;18;14;10;11;10;11;10;18;1;20;11;1;18;1;13;1;13;1;1;1;1;1;171;66;20;8;7186934;5804;5654;3135;Northern_European;107;4;31/07/2002;0;0;2036;;72056265
Roko ?imi?;S;18;109;-8;Croatia;Fussballclub RB Salzburg;7;8;12;11;13;10;12;11;4;4;9;13;6;12;14;12;13;10;9;10;10;16;12;5;13;5;11;15;14;13;12;14;15;13;12;12;10;6;13;6;9;2;3;3;2;1;3;1;3;1;1;3;16;16;5;12;13;13;10;9;1;1;1;1;1;1;1;1;1;1;13;8;13;20;190;80;9;20;14765000;6401;5402;3034;Northern_European;109;5;10/09/2003;0;0;2500;;2000045802
DÇsirÇ DouÇ;M/AM C;17;109;-9;France;Stade Rennais FC;11;10;14;10;14;10;8;9;4;9;13;10;9;14;5;10;12;11;11;13;11;15;14;7;10;8;11;11;13;14;11;8;13;13;12;11;11;5;9;4;7;1;1;1;2;1;2;3;1;2;1;1;13;15;5;16;10;14;14;18;1;1;1;1;1;1;1;1;20;1;1;16;1;1;181;0;10;20;48164165;5450;5450;3014;African_Caribbean;108;12;03/06/2005;0;0;3470;;2000115202
Mootez Zaddem;M C;21;109;135;Tunisia;EspÇrance Sportive de Tunis;8;10;12;8;12;7;8;10;8;9;13;9;12;12;13;13;12;11;12;12;10;13;11;8;11;12;14;13;13;12;13;13;14;12;14;9;11;12;9;8;13;1;2;3;3;1;3;2;1;2;4;1;13;15;2;12;12;10;10;11;1;1;1;10;1;8;15;11;20;11;1;12;1;1;185;81;10;20;1644999;4750;5500;4500;North_African__Middle_Eastern;109;6;05/01/2001;2;0;1123;;2000010622
